"Item_Identifier","Outlet_Identifier","Prediction (Item_Outlet_Sales)"
"FDK33","OUT049",3447
"FDR03","OUT049",3451
"FDZ07","OUT045",1043
"FDO38","OUT013",1344
"FDS59","OUT046",1803
"DRM11","OUT019",2208
"FDX52","OUT027",4517
"DRJ35","OUT018",773
"NCP53","OUT046",3819
"FDW15","OUT019",528
"DRI47","OUT045",2263
"DRZ11","OUT035",2159
"FDS02","OUT013",3128
"DRD49","OUT018",3469
"FDW38","OUT049",903
"FDR21","OUT019",912
"FDE40","OUT013",1084
"FDI02","OUT045",1759
"FDQ04","OUT045",627
"FDY14","OUT017",4275
"NCT54","OUT046",1515
"DRD25","OUT017",1899
"DRE01","OUT045",3691
"FDJ12","OUT010",1449
"NCZ05","OUT049",1743
"DRB25","OUT019",-184
"NCC31","OUT045",2439
"FDM16","OUT045",1211
"DRG11","OUT049",1775
"FDV24","OUT027",3765
"FDV43","OUT046",795
"FDG05","OUT018",2257
"FDV23","OUT010",105
"FDI58","OUT018",1305
"FDQ11","OUT017",4243
"FDC05","OUT027",4533
"FDF40","OUT013",3868
"FDU02","OUT018",3325
"FDT32","OUT013",3092
"NCF06","OUT017",4239
"FDT46","OUT013",936
"FDR58","OUT010",-439
"FDY04","OUT046",2619
"FDT58","OUT045",2579
"FDE46","OUT049",2507
"DRH11","OUT017",1055
"DRI51","OUT046",2699
"FDC35","OUT017",3391
"FDP45","OUT035",4231
"FDC45","OUT017",2887
"FDU01","OUT045",2947
"FDJ53","OUT010",-27
"FDJ46","OUT017",2887
"FDX07","OUT013",3092
"NCI30","OUT049",3951
"FDE47","OUT027",3445
"FDV48","OUT045",1303
"FDN16","OUT019",-240
"FDM52","OUT013",2388
"FDA32","OUT027",4909
"FDH05","OUT017",3795
"FDW25","OUT010",-479
"FDQ09","OUT046",1851
"NCM17","OUT010",-1175
"DRM59","OUT046",2515
"FDV47","OUT027",2741
"DRE15","OUT035",1383
"FDS25","OUT010",-191
"NCZ05","OUT018",1465
"NCV05","OUT019",584
"DRM37","OUT046",3099
"FDV58","OUT027",4453
"FDN22","OUT027",5469
"NCO06","OUT049",567
"FDT56","OUT019",-896
"FDM02","OUT013",1536
"FDA09","OUT046",2875
"NCC06","OUT035",2199
"NCL54","OUT049",2823
"NCB55","OUT017",1015
"FDB12","OUT017",1847
"NCA54","OUT049",2887
"NCS38","OUT049",1883
"FDC02","OUT049",4187
"FDK44","OUT019",832
"FDE16","OUT035",3479
"NCS05","OUT035",2327
"FDZ59","OUT045",2627
"FDI20","OUT017",3547
"FDQ14","OUT046",2387
"FDF53","OUT017",3007
"FDW25","OUT017",1543
"NCQ43","OUT010",-263
"FDX52","OUT013",3132
"FDE28","OUT045",3539
"FDN15","OUT017",2371
"FDO28","OUT017",1983
"FDQ33","OUT045",2331
"FDM22","OUT010",-987
"FDJ03","OUT017",931
"FDI16","OUT045",811
"FDI09","OUT027",5413
"FDX55","OUT013",3552
"FDS23","OUT027",3421
"DRC12","OUT045",2975
"FDH41","OUT049",3503
"FDN01","OUT013",2864
"FDV55","OUT045",2279
"NCJ19","OUT013",936
"NCY29","OUT010",-1059
"FDP03","OUT018",1805
"FDZ52","OUT045",1675
"FDH31","OUT010",-199
"FDQ19","OUT018",3705
"FDS15","OUT035",1943
"FDN32","OUT017",3087
"FDH32","OUT049",1695
"FDF33","OUT017",2115
"FDJ22","OUT046",3035
"FDG56","OUT010",-839
"FDC05","OUT046",3115
"FDK09","OUT013",3632
"NCV29","OUT045",2767
"NCC43","OUT019",1984
"NCA42","OUT049",2555
"FDC10","OUT046",1947
"FDC16","OUT013",1500
"NCL17","OUT013",2300
"FDA51","OUT035",1975
"FDW01","OUT017",2575
"NCF30","OUT045",1915
"FDN49","OUT013",796
"FDY20","OUT045",1467
"FDC15","OUT045",2331
"FDY24","OUT046",915
"NCG43","OUT017",1647
"FDA48","OUT013",3568
"NCF55","OUT017",743
"FDL38","OUT049",1611
"NCQ29","OUT018",3841
"FDC34","OUT017",2599
"FDP36","OUT027",2349
"FDN50","OUT010",-311
"FDO23","OUT049",1547
"FDT56","OUT013",1072
"FDT13","OUT027",4445
"FDZ03","OUT013",3024
"FDQ03","OUT010",1825
"FDU44","OUT045",2471
"FDD03","OUT049",3675
"NCH30","OUT013",1820
"FDS60","OUT010",949
"FDG08","OUT046",2771
"FDX38","OUT017",931
"FDD22","OUT017",1923
"FDW51","OUT013",3444
"FDL09","OUT017",2815
"FDZ60","OUT045",1655
"NCH07","OUT046",2499
"NCQ41","OUT049",3215
"FDW04","OUT049",2143
"FDI08","OUT027",5293
"FDR19","OUT019",432
"FDV13","OUT046",1355
"FDB52","OUT017",4155
"FDZ48","OUT027",3205
"NCO14","OUT049",823
"FDZ50","OUT013",2976
"FDN27","OUT019",-32
"FDQ60","OUT013",2036
"FDR49","OUT017",887
"DRJ35","OUT027",2445
"DRI49","OUT017",1375
"FDB47","OUT017",3443
"FDP37","OUT010",17
"FDR26","OUT049",2839
"FDY31","OUT019",480
"FDC11","OUT045",1383
"DRP47","OUT035",4183
"NCY54","OUT018",2409
"FDR27","OUT046",2171
"FDQ21","OUT019",96
"NCQ29","OUT035",4303
"FDJ02","OUT046",2451
"FDE21","OUT018",1677
"FDM39","OUT046",2811
"FDZ01","OUT017",1863
"NCB19","OUT018",1133
"FDU03","OUT046",2939
"FDP27","OUT049",3039
"DRF01","OUT045",2191
"FDM03","OUT049",1787
"FDV01","OUT046",2539
"FDS16","OUT046",2363
"FDO45","OUT035",1687
"NCX06","OUT035",3047
"FDP13","OUT046",699
"NCR38","OUT018",3705
"FDA01","OUT013",1072
"FDT26","OUT017",2015
"FDD44","OUT027",5565
"FDB26","OUT013",1028
"FDP45","OUT019",2112
"NCP55","OUT046",955
"FDT23","OUT017",1431
"FDO51","OUT045",707
"FDA44","OUT046",1003
"NCJ31","OUT018",3485
"FDX37","OUT045",1535
"NCD18","OUT049",3699
"FDN40","OUT027",3821
"FDL33","OUT017",3199
"DRF48","OUT035",3175
"FDW08","OUT035",1879
"FDX39","OUT018",3213
"FDB38","OUT049",2731
"FDY46","OUT018",2701
"NCB06","OUT049",2579
"FDA34","OUT035",2999
"FDA35","OUT045",1931
"FDQ07","OUT035",3727
"FDU32","OUT045",1967
"FDU26","OUT013",2004
"FDU13","OUT010",313
"FDO09","OUT035",4351
"FDW03","OUT019",-160
"FDB38","OUT013",2688
"FDL26","OUT010",541
"NCN43","OUT045",1935
"FDH08","OUT045",3671
"NCC31","OUT019",608
"FDH14","OUT035",2487
"FDL40","OUT017",1783
"FDD20","OUT035",2223
"NCV53","OUT035",4015
"FDD16","OUT045",1127
"FDP24","OUT035",2111
"FDQ25","OUT045",2775
"FDM38","OUT035",1127
"NCT18","OUT010",885
"FDM34","OUT049",2179
"DRH37","OUT010",709
"NCE07","OUT013",2340
"FDG12","OUT013",2044
"FDB59","OUT010",1241
"FDS10","OUT018",2649
"FDN21","OUT010",677
"FDM02","OUT045",1307
"FDO44","OUT049",1903
"NCN17","OUT017",1779
"FDH16","OUT018",1249
"FDL44","OUT046",2635
"FDY47","OUT017",2231
"DRI39","OUT046",867
"NCX54","OUT018",1441
"FDE59","OUT046",667
"FDO46","OUT045",2999
"DRE13","OUT046",1443
"FDW14","OUT013",1512
"FDF35","OUT046",1739
"FDO50","OUT019",-440
"DRF49","OUT017",1951
"FDT60","OUT049",2147
"FDP38","OUT045",795
"FDA31","OUT027",4165
"FDY52","OUT010",-879
"FDD03","OUT027",5029
"FDN52","OUT018",1145
"FDU20","OUT010",93
"FDD22","OUT035",1935
"NCB55","OUT019",-1072
"FDN27","OUT045",1875
"FDD16","OUT013",1288
"FDW48","OUT046",1339
"DRN35","OUT045",551
"FDX25","OUT049",2935
"DRD49","OUT049",3735
"FDE21","OUT019",0
"FDN44","OUT035",2775
"DRC01","OUT049",911
"NCK30","OUT046",3963
"FDU39","OUT013",1048
"FDB49","OUT013",1720
"FDS12","OUT045",1911
"FDR57","OUT018",2337
"FDX22","OUT027",4773
"FDC60","OUT013",1544
"NCE42","OUT049",3739
"NCK42","OUT049",3487
"DRE01","OUT017",3891
"FDE57","OUT018",2093
"DRK59","OUT019",1856
"FDB10","OUT027",5125
"FDQ25","OUT046",2859
"FDY26","OUT017",3475
"FDG28","OUT049",3947
"FDM14","OUT049",1859
"NCH29","OUT049",1647
"FDD48","OUT049",1943
"FDC17","OUT045",3279
"DRH49","OUT027",2757
"FDN44","OUT018",2397
"FDC29","OUT045",1815
"DRK01","OUT019",-416
"FDD48","OUT017",1955
"FDB59","OUT013",3200
"FDY45","OUT010",2081
"FDX60","OUT035",1463
"FDT09","OUT010",241
"DRB24","OUT018",2233
"FDL13","OUT035",3927
"FDN16","OUT035",1863
"FDK57","OUT013",1980
"FDO22","OUT027",2773
"FDC57","OUT010",1233
"FDZ13","OUT027",2245
"FDW27","OUT013",2536
"FDX10","OUT049",763
"FDY08","OUT018",2049
"FDA49","OUT017",1507
"FDC32","OUT018",1325
"FDO04","OUT035",1039
"NCZ54","OUT013",2564
"FDY40","OUT045",791
"FDW36","OUT045",1683
"FDE11","OUT017",3075
"DRE37","OUT045",2907
"NCK19","OUT017",3159
"FDT19","OUT035",3015
"FDE56","OUT045",983
"FDZ57","OUT010",149
"FDB35","OUT035",1767
"FDF09","OUT010",-1243
"FDO34","OUT046",2707
"FDA55","OUT046",3659
"NCM18","OUT035",1143
"FDJ20","OUT019",112
"DRQ35","OUT019",128
"FDG02","OUT013",3188
"NCU29","OUT018",2113
"FDL27","OUT027",2493
"NCA54","OUT035",3015
"FDJ32","OUT035",1263
"FDB21","OUT019",1872
"FDR46","OUT035",2471
"FDZ32","OUT046",1691
"DRF36","OUT017",3131
"NCU54","OUT017",3403
"NCI31","OUT017",691
"DRA59","OUT035",2983
"NCC55","OUT045",547
"FDE44","OUT018",589
"NCN26","OUT018",1617
"FDC11","OUT049",1491
"FDV24","OUT035",2615
"FDR40","OUT019",-664
"NCQ17","OUT049",2551
"FDC46","OUT045",2839
"NCM18","OUT046",1003
"FDK16","OUT046",1531
"FDI28","OUT017",1435
"FDS11","OUT018",3385
"DRD13","OUT046",1067
"FDL36","OUT035",1631
"FDI27","OUT013",860
"FDJ53","OUT019",-64
"FDS44","OUT045",3863
"FDE28","OUT046",3515
"FDQ33","OUT018",2177
"FDB37","OUT017",3967
"FDQ31","OUT045",1427
"NCQ05","OUT046",2427
"FDE10","OUT013",2164
"FDF38","OUT017",879
"FDE50","OUT019",1168
"DRG37","OUT010",549
"NCH06","OUT049",3955
"FDY14","OUT045",4079
"FDO27","OUT017",1659
"FDQ19","OUT049",3999
"FDZ26","OUT019",1776
"FDN51","OUT013",4240
"FDK20","OUT035",2263
"FDD40","OUT018",2861
"DRI25","OUT018",713
"FDH56","OUT017",2063
"FDI36","OUT027",4581
"DRH11","OUT018",721
"NCV18","OUT017",1395
"DRI01","OUT049",2815
"DRE48","OUT049",3203
"FDS51","OUT035",1215
"FDM38","OUT017",1019
"FDB60","OUT027",4501
"FDY58","OUT035",3815
"FDY22","OUT045",2211
"FDF11","OUT027",5285
"FDZ51","OUT035",1815
"FDQ45","OUT017",3087
"FDF17","OUT035",3295
"NCF31","OUT027",3805
"FDA37","OUT013",2132
"FDO51","OUT046",835
"FDF34","OUT013",3260
"FDD57","OUT018",1389
"FDO37","OUT046",3707
"FDR49","OUT049",883
"FDS39","OUT049",2379
"FDI48","OUT027",2333
"DRM35","OUT049",2915
"FDV57","OUT035",3103
"FDZ55","OUT013",2696
"FDI28","OUT035",1455
"FDS21","OUT045",1035
"FDT34","OUT013",1800
"DRI25","OUT035",1087
"FDT47","OUT010",-319
"DRH39","OUT045",1111
"NCD54","OUT045",2231
"FDU16","OUT027",2805
"NCW29","OUT045",2031
"FDV25","OUT027",4941
"FDM56","OUT035",1991
"FDZ04","OUT027",2461
"FDG59","OUT019",-1216
"FDI56","OUT045",1431
"FDS33","OUT035",1623
"FDC23","OUT049",2923
"FDT11","OUT049",3083
"FDG17","OUT045",3847
"FDZ44","OUT045",1891
"FDJ52","OUT013",2624
"DRI23","OUT046",2515
"DRE15","OUT010",-675
"NCF07","OUT013",1680
"NCR29","OUT049",1007
"FDE44","OUT019",-1168
"FDT23","OUT035",1527
"NCG06","OUT017",4195
"NCU41","OUT010",1105
"FDH46","OUT017",1831
"FDV31","OUT013",2900
"NCT41","OUT027",3885
"FDE22","OUT027",3973
"FDC26","OUT045",1691
"DRF51","OUT017",623
"NCY53","OUT019",-96
"FDY21","OUT017",3195
"FDL27","OUT013",1132
"FDZ34","OUT049",3187
"NCF43","OUT010",341
"FDC21","OUT035",2023
"FDL26","OUT013",2552
"FDT25","OUT010",33
"NCR30","OUT046",1227
"DRL23","OUT019",-160
"NCR05","OUT049",3211
"NCE19","OUT018",633
"FDY07","OUT035",1007
"FDB10","OUT017",3879
"FDP57","OUT013",1744
"FDU48","OUT019",208
"FDH48","OUT035",1583
"FDO33","OUT035",2023
"NCU29","OUT045",2323
"FDW35","OUT046",747
"FDH05","OUT010",1725
"FDP26","OUT049",1751
"DRG27","OUT035",839
"FDQ33","OUT046",2411
"FDH20","OUT010",-247
"FDV14","OUT046",1435
"DRD01","OUT046",947
"NCI17","OUT049",1663
"FDF39","OUT010",2261
"FDX37","OUT046",1651
"NCX17","OUT035",3871
"FDN03","OUT013",4100
"NCS41","OUT010",977
"FDH34","OUT045",2883
"NCX53","OUT018",2045
"FDY31","OUT046",2427
"FDD20","OUT017",2215
"FDE51","OUT045",691
"FDV27","OUT046",1491
"FDF16","OUT035",2519
"FDZ02","OUT049",1643
"NCK05","OUT045",967
"FDM12","OUT027",4469
"NCA05","OUT018",2189
"FDX33","OUT045",2491
"FDM25","OUT049",2975
"FDE41","OUT018",1193
"FDW14","OUT045",1271
"NCD30","OUT046",1547
"FDB23","OUT010",1765
"FDF45","OUT046",1115
"FDW20","OUT017",2187
"FDF47","OUT045",3483
"NCR05","OUT019",1328
"DRB01","OUT046",2971
"FDE36","OUT013",2736
"FDU56","OUT049",3043
"FDB23","OUT049",3731
"FDN48","OUT049",1551
"FDS43","OUT013",3096
"NCN05","OUT013",3004
"NCL53","OUT049",2887
"FDL56","OUT046",1435
"FDH17","OUT018",1373
"FDP37","OUT046",2035
"FDG09","OUT019",1184
"FDA55","OUT045",3551
"FDX31","OUT049",3879
"FDJ41","OUT045",4043
"DRC24","OUT045",2423
"FDQ21","OUT035",2167
"NCT54","OUT045",1399
"FDH08","OUT049",3783
"FDY38","OUT018",3445
"DRM11","OUT010",2189
"FDG32","OUT049",3555
"NCH18","OUT046",3835
"FDI20","OUT035",3591
"FDA33","OUT018",2141
"FDN45","OUT013",3548
"FDT45","OUT010",-1011
"FDR32","OUT035",3887
"FDA48","OUT017",3603
"FDN23","OUT017",2475
"NCR18","OUT035",903
"FDD45","OUT046",1547
"FDI22","OUT018",3037
"FDT09","OUT013",2248
"DRC24","OUT027",3861
"FDT39","OUT046",2475
"FDX28","OUT045",1475
"FDA50","OUT018",1261
"FDT33","OUT027",4133
"FDQ60","OUT049",2027
"NCM19","OUT018",1569
"FDF40","OUT046",3963
"NCI30","OUT035",4023
"FDK34","OUT049",3843
"FDA38","OUT027",5173
"FDT02","OUT045",523
"FDC11","OUT017",1539
"FDD08","OUT046",747
"NCS29","OUT046",4171
"DRI03","OUT010",869
"FDK48","OUT035",1415
"FDM52","OUT049",2455
"FDP49","OUT035",1207
"DRA24","OUT046",2667
"NCJ43","OUT049",2799
"FDE11","OUT045",2895
"FDP01","OUT049",2599
"FDQ59","OUT018",1073
"FDA43","OUT019",1216
"FDL14","OUT017",2671
"FDV50","OUT010",69
"FDT01","OUT027",4733
"NCC42","OUT035",2431
"FDO28","OUT046",1899
"FDD32","OUT019",-496
"FDV45","OUT035",3143
"NCW17","OUT019",152
"NCJ17","OUT027",2749
"NCF18","OUT049",3039
"FDP01","OUT045",2455
"FDH24","OUT045",2467
"FDI38","OUT027",4797
"FDX03","OUT035",999
"FDY28","OUT046",3371
"FDN34","OUT018",2541
"FDJ02","OUT045",2391
"FDW40","OUT019",320
"FDX03","OUT017",911
"FDE17","OUT027",3853
"FDT58","OUT046",2667
"FDI38","OUT013",3436
"FDW22","OUT035",3775
"FDS15","OUT027",3213
"NCX06","OUT013",2932
"DRK47","OUT035",3831
"FDC23","OUT027",4301
"FDM56","OUT010",-179
"FDP21","OUT046",3091
"FDP58","OUT046",3435
"FDA27","OUT019",2144
"FDK41","OUT019",-608
"NCH42","OUT046",3643
"FDG29","OUT045",635
"FDW15","OUT018",2237
"FDD28","OUT018",741
"FDQ37","OUT049",3163
"FDC23","OUT035",3079
"FDV13","OUT035",1703
"FDK33","OUT046",3387
"FDO33","OUT013",1852
"FDN21","OUT017",2687
"NCW06","OUT027",4429
"FDI38","OUT035",3559
"FDC21","OUT027",3229
"NCS05","OUT046",2123
"NCN53","OUT049",723
"FDV40","OUT010",-703
"FDG60","OUT017",3819
"NCY30","OUT027",4293
"FDM40","OUT045",2119
"NCO30","OUT046",2923
"FDK10","OUT046",2947
"FDM36","OUT045",2739
"FDN10","OUT013",1944
"FDM46","OUT018",1241
"FDX50","OUT049",1783
"FDP33","OUT045",3935
"FDO12","OUT045",3075
"FDC28","OUT013",1816
"FDO31","OUT045",1359
"FDX45","OUT035",2623
"FDV21","OUT049",2019
"FDH04","OUT049",1591
"NCG54","OUT013",2704
"FDO13","OUT046",2643
"FDA09","OUT027",4245
"FDC38","OUT017",2255
"NCO42","OUT046",2299
"FDL45","OUT049",2063
"NCK31","OUT013",924
"FDM39","OUT017",2939
"FDC22","OUT010",961
"FDF46","OUT046",1819
"FDQ37","OUT045",3003
"FDH41","OUT010",1409
"FDQ04","OUT046",667
"NCQ02","OUT027",4405
"FDJ57","OUT027",4645
"NCE07","OUT049",2311
"FDE56","OUT013",1076
"FDI20","OUT049",3443
"FDK36","OUT018",645
"FDP08","OUT027",4509
"FDF44","OUT017",2307
"NCU53","OUT017",2799
"FDF47","OUT035",3767
"FDS55","OUT010",481
"FDZ52","OUT010",-251
"FDL04","OUT018",1425
"NCM26","OUT035",2623
"FDX43","OUT049",2823
"FDP52","OUT049",3687
"DRK49","OUT045",603
"FDE38","OUT013",2720
"DRF13","OUT035",2503
"FDK41","OUT010",-643
"FDJ04","OUT027",3277
"FDZ44","OUT018",1741
"FDS11","OUT013",3676
"FDA55","OUT049",3707
"NCW53","OUT046",3067
"FDB49","OUT027",3101
"FDD23","OUT017",3199
"NCV42","OUT045",1699
"NCZ29","OUT018",1817
"FDQ26","OUT013",1012
"FDV08","OUT017",843
"FDC53","OUT049",1691
"FDV58","OUT010",1097
"NCP02","OUT019",-960
"DRI37","OUT045",843
"FDQ12","OUT049",3727
"FDE33","OUT046",1339
"FDX27","OUT045",1447
"FDM22","OUT017",1027
"NCH30","OUT019",-120
"FDC04","OUT017",3919
"FDO38","OUT046",1387
"FDV52","OUT027",3269
"FDB32","OUT013",1644
"FDV43","OUT018",593
"FDI24","OUT018",2609
"FDR40","OUT017",1507
"FDW02","OUT049",2083
"FDE44","OUT049",831
"FDL38","OUT046",1547
"NCT54","OUT010",-363
"DRJ39","OUT010",1521
"FDW55","OUT049",4103
"DRF13","OUT019",408
"NCW17","OUT049",2159
"FDP13","OUT035",903
"FDS08","OUT018",2601
"NCP17","OUT035",1247
"NCO53","OUT035",3079
"FDH19","OUT045",2795
"FDJ04","OUT017",1987
"FDG10","OUT049",1079
"FDA40","OUT010",-535
"FDI53","OUT045",2503
"FDU09","OUT010",-975
"FDK60","OUT045",1555
"FDR43","OUT017",707
"FDW22","OUT017",3659
"DRP47","OUT010",1981
"DRG48","OUT010",417
"FDA14","OUT035",2479
"FDU49","OUT013",1432
"FDK28","OUT045",3979
"FDT19","OUT046",2811
"NCQ42","OUT045",1923
"FDD03","OUT045",3599
"NCM53","OUT013",1796
"NCX53","OUT045",2211
"FDV14","OUT027",2773
"NCZ54","OUT017",2651
"FDB39","OUT013",948
"DRC24","OUT046",2459
"FDY36","OUT013",1304
"FDN01","OUT035",3063
"DRH25","OUT046",891
"FDV08","OUT046",827
"NCP53","OUT049",3863
"FDU52","OUT010",593
"NCI42","OUT045",3215
"FDZ14","OUT035",2135
"FDF11","OUT046",3923
"FDQ13","OUT018",1221
"FDO32","OUT010",-1163
"DRJ37","OUT018",2205
"FDY43","OUT046",2715
"NCT41","OUT017",2567
"NCV17","OUT045",2091
"FDM04","OUT027",2317
"DRB48","OUT018",473
"FDM24","OUT013",2536
"FDT37","OUT049",4119
"NCO05","OUT010",-351
"FDL13","OUT046",3787
"FDL15","OUT017",2583
"FDB11","OUT018",3357
"FDL14","OUT019",544
"FDY10","OUT019",-64
"FDJ40","OUT049",1875
"NCW18","OUT046",3699
"NCY06","OUT013",2088
"DRE13","OUT018",1173
"FDA26","OUT045",3379
"NCE19","OUT010",-1119
"FDE33","OUT035",1575
"DRL59","OUT027",2317
"FDY07","OUT046",851
"FDF57","OUT018",2581
"FDM58","OUT035",1975
"FDP26","OUT027",3069
"FDY32","OUT046",2651
"FDD51","OUT010",-1131
"FDU22","OUT018",1669
"FDZ49","OUT018",3317
"NCI42","OUT017",3415
"FDT04","OUT027",2013
"NCU41","OUT045",2963
"FDS56","OUT045",4195
"NCN42","OUT017",2467
"FDK34","OUT046",3787
"FDB03","OUT017",3871
"DRJ25","OUT035",951
"FDT25","OUT027",3413
"FDN20","OUT013",2760
"FDP09","OUT013",3436
"FDM20","OUT019",2000
"NCG55","OUT046",1819
"NCP14","OUT045",1567
"NCH06","OUT046",3859
"FDV52","OUT013",1924
"NCL07","OUT035",871
"DRJ11","OUT027",4429
"DRO59","OUT013",1284
"FDW15","OUT010",477
"NCQ30","OUT035",2087
"NCN54","OUT019",-680
"FDY01","OUT027",3277
"FDX39","OUT035",3623
"FDH53","OUT027",2789
"FDA57","OUT035",895
"NCC07","OUT010",-223
"FDU28","OUT013",3036
"FDK36","OUT010",-1067
"FDR36","OUT018",541
"NCQ17","OUT035",2615
"FDS28","OUT019",-992
"FDE08","OUT045",2351
"FDU22","OUT046",1915
"FDG41","OUT045",1723
"FDO31","OUT010",-551
"FDM21","OUT019",2128
"FDU40","OUT017",3167
"FDV36","OUT018",1821
"FDT10","OUT027",2421
"FDX38","OUT045",751
"NCU30","OUT027",4053
"NCV06","OUT049",3127
"FDT16","OUT035",4375
"NCP41","OUT027",3173
"FDZ56","OUT017",2871
"FDC22","OUT035",3239
"FDU10","OUT035",887
"FDS46","OUT045",1863
"FDO08","OUT049",2799
"NCV42","OUT018",1533
"FDP33","OUT035",4183
"FDJ12","OUT046",3355
"FDH04","OUT045",1431
"NCU54","OUT013",3320
"FDO36","OUT010",925
"FDT37","OUT027",5477
"FDD14","OUT010",937
"FDA16","OUT013",3540
"NCS42","OUT019",-456
"FDP10","OUT019",-296
"FDQ28","OUT049",2527
"FDK57","OUT010",33
"FDK02","OUT013",1948
"FDW47","OUT018",1733
"NCC42","OUT018",2013
"FDQ37","OUT018",2873
"FDL40","OUT046",1547
"DRE13","OUT010",-487
"FDQ34","OUT027",3029
"NCB54","OUT046",2075
"FDS48","OUT049",2495
"FDO15","OUT045",1199
"NCT30","OUT013",780
"FDU49","OUT027",2869
"FDE21","OUT046",1923
"FDS49","OUT019",-624
"FDT38","OUT027",2757
"FDZ01","OUT045",1683
"FDC41","OUT035",1367
"DRG13","OUT010",621
"NCZ42","OUT018",3517
"NCM07","OUT045",1319
"NCV17","OUT018",1897
"DRK39","OUT035",1527
"FDS37","OUT018",1661
"FDV12","OUT019",-296
"NCG19","OUT018",3425
"FDS51","OUT013",1116
"NCO14","OUT046",731
"FDC38","OUT046",2147
"FDN15","OUT046",2299
"NCH42","OUT013",3648
"FDQ22","OUT046",667
"FDC05","OUT013",3152
"FDZ31","OUT013",3156
"DRJ23","OUT049",3099
"FDC52","OUT035",2631
"DRD12","OUT010",-515
"FDV55","OUT017",2495
"FDD32","OUT046",1435
"FDR01","OUT049",3203
"FDY08","OUT019",304
"FDQ45","OUT045",2951
"DRN11","OUT027",3669
"NCS05","OUT018",1949
"FDY32","OUT035",2791
"NCD31","OUT045",2559
"NCE06","OUT049",2599
"NCP14","OUT046",1611
"NCF18","OUT019",1072
"FDF14","OUT018",2233
"FDB22","OUT017",2567
"NCH54","OUT049",2567
"FDU27","OUT035",1007
"FDS58","OUT027",3989
"NCU29","OUT035",2519
"FDJ57","OUT013",3276
"FDL56","OUT049",1479
"FDH60","OUT035",3327
"FDN24","OUT018",657
"FDD02","OUT017",2107
"FDP15","OUT017",4207
"FDB28","OUT027",4453
"DRC49","OUT045",2231
"NCG30","OUT018",1693
"FDJ14","OUT049",1303
"FDL52","OUT045",603
"NCG19","OUT027",5029
"NCN41","OUT035",2167
"FDW22","OUT013",3644
"FDI02","OUT013",1892
"FDV51","OUT045",2595
"FDV48","OUT046",1371
"NCL17","OUT019",336
"FDP46","OUT045",1383
"FDU10","OUT045",595
"FDT37","OUT010",2157
"FDI27","OUT035",983
"FDN51","OUT046",4219
"FDW07","OUT035",1639
"FDN45","OUT049",3571
"DRN37","OUT027",4061
"DRF48","OUT049",3047
"FDP38","OUT019",-1008
"NCX18","OUT027",4509
"FDK45","OUT018",1837
"FDZ37","OUT049",1559
"FDS50","OUT018",3285
"NCR54","OUT018",2833
"NCS17","OUT035",1703
"FDV31","OUT046",2867
"DRE27","OUT017",1599
"FDN60","OUT013",2588
"FDK26","OUT013",3076
"FDX37","OUT018",1385
"FDW31","OUT046",3243
"FDX26","OUT018",2641
"DRL49","OUT019",352
"FDU49","OUT017",1603
"FDY58","OUT046",3643
"FDN03","OUT045",3951
"NCV06","OUT010",1133
"FDH53","OUT045",1319
"FDG31","OUT018",889
"NCC06","OUT045",1987
"FDS13","OUT049",4263
"FDP16","OUT035",4079
"FDA35","OUT013",2048
"DRP47","OUT018",3753
"FDY28","OUT010",1541
"FDY20","OUT035",1735
"NCH30","OUT017",1875
"NCR29","OUT019",-968
"NCP05","OUT013",2472
"NCF30","OUT019",-8
"FDA08","OUT035",2935
"FDN51","OUT027",5469
"FDH12","OUT046",1739
"FDY39","OUT017",3087
"NCO53","OUT045",2795
"FDB40","OUT046",2363
"FDH02","OUT049",1607
"FDY11","OUT027",2525
"FDQ09","OUT019",-88
"FDP16","OUT013",3952
"NCF55","OUT018",357
"FDY09","OUT027",4229
"FDY39","OUT045",2899
"NCU53","OUT049",2691
"NCT41","OUT049",2495
"FDJ45","OUT046",819
"FDR28","OUT013",2696
"FDN08","OUT013",2032
"FDJ07","OUT049",1959
"FDZ09","OUT027",3997
"FDQ14","OUT017",2495
"FDY12","OUT027",2133
"FDK57","OUT046",1931
"FDD20","OUT049",2119
"FDS36","OUT018",1633
"FDI40","OUT049",1707
"FDJ40","OUT045",1739
"FDE08","OUT013",2444
"DRK01","OUT013",1592
"FDC58","OUT049",799
"FDE50","OUT046",3099
"FDX48","OUT035",2679
"DRM35","OUT018",2613
"FDG41","OUT013",1820
"FDB52","OUT046",4027
"FDV19","OUT045",2563
"DRG48","OUT017",2447
"FDI26","OUT013",2960
"FDU11","OUT019",0
"FDF59","OUT019",168
"FDR07","OUT049",1667
"NCE06","OUT017",2659
"FDE10","OUT046",2155
"NCO55","OUT046",1739
"FDZ13","OUT013",1004
"FDT50","OUT017",1543
"FDH12","OUT010",-243
"FDD21","OUT045",1911
"NCM05","OUT013",4216
"FDK04","OUT013",1048
"FDN33","OUT017",1559
"NCM18","OUT010",-959
"DRC25","OUT049",1451
"FDT47","OUT017",1751
"FDD45","OUT027",2973
"NCD07","OUT018",1589
"NCY54","OUT010",697
"FDL12","OUT049",1091
"FDL02","OUT017",1855
"FDC60","OUT035",1679
"FDR37","OUT017",3067
"FDY16","OUT017",3103
